time,throughput_mbps,pkt_drop,pkt_total,loss
2024-05-29T16:28:35.072322,25.9346,11205,12363,90.63
2024-05-29T16:28:35.570900,26.9711,13077,14281,91.57
2024-05-29T16:28:36.067327,30.4859,12086,13447,89.88
2024-05-29T16:28:36.575258,29.4112,12110,13423,90.22
2024-05-29T16:28:37.081896,28.7393,12099,13382,90.41
2024-05-29T16:28:37.566617,29.0078,12085,13380,90.32
2024-05-29T16:28:38.070896,23.2514,12266,13304,92.20
2024-05-29T16:28:38.566900,25.9617,12365,13524,91.43
2024-05-29T16:28:39.069430,19.1744,12403,13259,93.54
2024-05-29T16:28:39.571237,15.7697,12533,13237,94.68
2024-05-29T16:28:40.070217,15.4333,13060,13749,94.99
2024-05-29T16:28:40.572620,23.4754,12297,13345,92.15
2024-05-29T16:28:41.068166,25.9385,12188,13346,91.32
2024-05-29T16:28:41.566991,26.9027,12196,13397,91.04
2024-05-29T16:28:42.071366,26.9474,12008,13211,90.89
2024-05-29T16:28:42.570865,16.5760,9611,10351,92.85
2024-05-29T16:28:43.072266,23.8107,13214,14277,92.55
2024-05-29T16:28:43.568484,26.6563,13546,14736,91.92
2024-05-29T16:28:44.069726,30.9798,12943,14326,90.35
2024-05-29T16:28:44.571180,30.9996,11901,13285,89.58
2024-05-29T16:28:45.077824,30.6898,12064,13434,89.80
2024-05-29T16:28:45.568354,31.4946,11995,13401,89.51
2024-05-29T16:28:46.070718,31.3387,12021,13420,89.58
2024-05-29T16:28:46.570642,27.7513,11956,13195,90.61
2024-05-29T16:28:47.071635,32.5040,12062,13513,89.26
2024-05-29T16:28:47.569004,30.5773,12016,13381,89.80
2024-05-29T16:28:48.070696,31.6949,12043,13458,89.49
2024-05-29T16:28:48.570465,33.2176,11495,12978,88.57
2024-05-29T16:28:49.077666,33.9595,12164,13680,88.92
2024-05-29T16:28:49.567161,33.7785,11992,13500,88.83
2024-05-29T16:28:50.069424,33.2647,11811,13296,88.83
2024-05-29T16:28:50.570151,30.4190,11963,13321,89.81
2024-05-29T16:28:51.078008,31.1362,12099,13489,89.70
2024-05-29T16:28:51.568391,31.7199,12033,13449,89.47
2024-05-29T16:28:52.069265,32.9287,11716,13186,88.85
2024-05-29T16:28:52.570866,29.4769,11961,13277,90.09
2024-05-29T16:28:53.079264,28.7166,12464,13746,90.67
2024-05-29T16:28:53.568095,29.3212,12096,13405,90.23
2024-05-29T16:28:54.069647,30.2642,12070,13421,89.93
2024-05-29T16:28:54.570035,30.7532,11920,13293,89.67
2024-05-29T16:28:55.077456,29.4337,12078,13392,90.19
2024-05-29T16:28:55.567751,31.7859,12053,13472,89.47
2024-05-29T16:28:56.070009,31.3609,12063,13463,89.60
2024-05-29T16:28:56.571074,26.0949,12167,13332,91.26
2024-05-29T16:28:57.076796,29.5241,12041,13359,90.13
2024-05-29T16:28:57.568452,19.3317,9998,10861,92.05
2024-05-29T16:28:58.074893,23.7654,13294,14355,92.61
2024-05-29T16:28:58.576559,24.8416,13440,14549,92.38
2024-05-29T16:28:59.066583,24.5954,12828,13926,92.12
2024-05-29T16:28:59.568553,22.0421,12437,13421,92.67
2024-05-29T16:29:00.074931,22.6684,12314,13326,92.41
2024-05-29T16:29:00.576129,23.9902,12078,13149,91.85
2024-05-29T16:29:01.067094,23.0962,12510,13541,92.39
2024-05-29T16:29:01.574018,23.4287,12474,13520,92.26
2024-05-29T16:29:02.075125,20.2272,12435,13338,93.23
2024-05-29T16:29:02.576156,19.9134,12594,13483,93.41
2024-05-29T16:29:03.066617,20.1597,12446,13346,93.26
2024-05-29T16:29:03.568283,19.2647,12550,13410,93.59
2024-05-29T16:29:04.075070,18.7037,12562,13397,93.77
2024-05-29T16:29:04.575950,20.1146,12475,13373,93.28
2024-05-29T16:29:05.068015,19.7576,12500,13382,93.41
2024-05-29T16:29:05.570220,19.8693,12600,13487,93.42
2024-05-29T16:29:06.075551,19.8233,12391,13276,93.33
2024-05-29T16:29:06.576549,20.0926,12525,13422,93.32
2024-05-29T16:29:07.066799,19.7577,12576,13458,93.45
2024-05-29T16:29:07.571719,18.5926,12629,13459,93.83
2024-05-29T16:29:08.074924,19.3524,12213,13077,93.39
2024-05-29T16:29:08.576474,20.5631,12703,13621,93.26
2024-05-29T16:29:09.067056,19.8691,12240,13127,93.24
2024-05-29T16:29:09.568279,19.8686,12861,13748,93.55
2024-05-29T16:29:10.084400,19.9578,12410,13301,93.30
2024-05-29T16:29:10.575825,20.8543,12363,13294,93.00
2024-05-29T16:29:11.067166,20.8330,12600,13530,93.13
2024-05-29T16:29:11.575128,20.8541,12491,13422,93.06
2024-05-29T16:29:12.074799,20.6525,12314,13236,93.03
2024-05-29T16:29:12.571468,11.7153,9908,10431,94.99
2024-05-29T16:29:13.067835,15.2092,13405,14084,95.18
2024-05-29T16:29:13.567358,7.3473,11201,11529,97.16
2024-05-29T16:29:14.067544,4.6816,13366,13575,98.46
2024-05-29T16:29:14.567918,5.1742,13521,13752,98.32
2024-05-29T16:29:15.078322,5.4884,13396,13641,98.20
2024-05-29T16:29:15.573811,3.3824,13400,13551,98.89
2024-05-29T16:29:16.067937,8.9603,13395,13795,97.10
2024-05-29T16:29:16.574523,5.5101,13215,13461,98.17
2024-05-29T16:29:17.074326,7.1906,13483,13804,97.67
2024-05-29T16:29:17.575540,6.8992,13480,13788,97.77
2024-05-29T16:29:18.074002,5.9359,13302,13567,98.05
2024-05-29T16:29:18.574019,8.0188,13391,13749,97.40
2024-05-29T16:29:19.068296,8.6467,13397,13783,97.20
2024-05-29T16:29:19.573360,7.4368,13396,13728,97.58
2024-05-29T16:29:20.067257,8.7352,13487,13877,97.19
2024-05-29T16:29:20.586016,7.8178,13411,13760,97.46
2024-05-29T16:29:21.067358,6.2051,13004,13281,97.91
2024-05-29T16:29:21.568612,9.1392,12970,13378,96.95
2024-05-29T16:29:22.074084,9.4077,13014,13434,96.87
2024-05-29T16:29:22.574785,21.3706,12161,13115,92.73
2024-05-29T16:29:23.075177,15.8819,12750,13459,94.73
2024-05-29T16:29:23.574296,7.1007,13194,13511,97.65
2024-05-29T16:29:24.074274,10.9536,12942,13431,96.36
2024-05-29T16:29:24.566587,8.2208,13178,13545,97.29
2024-05-29T16:29:25.066776,7.8624,12721,13072,97.31
2024-05-29T16:29:25.580505,10.4607,13174,13641,96.58
2024-05-29T16:29:26.068749,9.7667,12978,13414,96.75
2024-05-29T16:29:26.568161,8.2655,12990,13359,97.24
